innings,team,wicket_number,player_out,score,over
1,Delhi Capitals,1,PP Shaw,11,2.5
1,Delhi Capitals,2,S Dhawan,20,4.2
1,Delhi Capitals,3,C Munro,69,8.6
1,Delhi Capitals,4,SS Iyer,125,16.5
1,Delhi Capitals,5,RR Pant,127,17.2
1,Delhi Capitals,6,CH Morris,133,18.6
1,Delhi Capitals,7,KMA Paul,152,20.3
2,Sunrisers Hyderabad,1,JM Bairstow,72,10.5
2,Sunrisers Hyderabad,2,KS Williamson,78,12.4
2,Sunrisers Hyderabad,3,RK Bhui,101,16.2
2,Sunrisers Hyderabad,4,DA Warner,106,17.2
2,Sunrisers Hyderabad,5,V Shankar,106,17.3
2,Sunrisers Hyderabad,6,DJ Hooda,110,18.2
2,Sunrisers Hyderabad,7,Rashid Khan,110,18.3
2,Sunrisers Hyderabad,8,Abhishek Sharma,112,18.6
2,Sunrisers Hyderabad,9,B Kumar,116,19.4
2,Sunrisers Hyderabad,10,KK Ahmed,116,19.5
