innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Mumbai Indians,1,MEK Hussey,55,37,LMP Simmons,62,51,120,87
1,Mumbai Indians,2,MEK Hussey,1,2,KA Pollard,1,1,2,3
1,Mumbai Indians,3,RG Sharma,40,19,KA Pollard,13,11,56,30
1,Mumbai Indians,4,RG Sharma,40,19,KA Pollard,13,11,56,30
2,Rajasthan Royals,1,KK Nair,13,6,UBT Chand,2,9,17,15
2,Rajasthan Royals,2,KK Nair,16,5,SR Watson,5,6,21,11
2,Rajasthan Royals,3,KK Nair,2,2,SV Samson,2,5,4,7
2,Rajasthan Royals,4,KK Nair,12,5,KK Cooper,5,8,19,13
2,Rajasthan Royals,5,KK Nair,0,2,Ankit Sharma,4,3,5,5
2,Rajasthan Royals,6,KK Nair,1,2,STR Binny,2,10,3,12
2,Rajasthan Royals,7,BJ Hodge,2,7,KK Nair,4,2,6,9
2,Rajasthan Royals,8,JP Faulkner,28,18,BJ Hodge,38,23,69,41
2,Rajasthan Royals,9,JP Faulkner,3,3,R Bhatia,6,4,9,7
