innings,team,wicket_number,player_out,score,over
1,Kolkata Knight Riders,1,G Gambhir,4,2.4
1,Kolkata Knight Riders,2,MK Pandey,135,17.6
1,Kolkata Knight Riders,3,RV Uthappa,144,18.6
1,Kolkata Knight Riders,4,JH Kallis,145,19.2
1,Kolkata Knight Riders,5,Shakib Al Hasan,149,19.6
2,Mumbai Indians,1,MEK Hussey,24,5.4
2,Mumbai Indians,2,AP Tare,40,8.5
2,Mumbai Indians,3,RG Sharma,101,16.2
2,Mumbai Indians,4,AT Rayudu,106,17.1
2,Mumbai Indians,5,CJ Anderson,113,19.1
2,Mumbai Indians,6,Harbhajan Singh,113,19.3
2,Mumbai Indians,7,CM Gautam,122,20.6
