innings,team,wicket_number,player_out,score,over
1,Sunrisers Hyderabad,1,S Dhawan,12,2.6
1,Sunrisers Hyderabad,2,MC Henriques,71,10.4
1,Sunrisers Hyderabad,3,DA Warner,71,10.5
1,Sunrisers Hyderabad,4,DJ Hooda,120,16.5
1,Sunrisers Hyderabad,5,BCJ Cutting,124,17.1
1,Sunrisers Hyderabad,6,Yuvraj Singh,145,19.3
1,Sunrisers Hyderabad,7,NV Ojha,147,19.5
1,Sunrisers Hyderabad,8,B Kumar,161,20.5
2,Kolkata Knight Riders,1,RV Uthappa,15,2.5
2,Kolkata Knight Riders,2,C Munro,53,7.6
2,Kolkata Knight Riders,3,G Gambhir,63,10.1
2,Kolkata Knight Riders,4,YK Pathan,69,11.5
2,Kolkata Knight Riders,5,SA Yadav,115,16.5
2,Kolkata Knight Riders,6,MK Pandey,125,18.2
2,Kolkata Knight Riders,7,R Sathish,139,20.2
2,Kolkata Knight Riders,8,JO Holder,140,20.5
