innings,team,wicket_number,player_out,score,over
1,Mumbai Indians,1,RG Sharma,6,1.5
1,Mumbai Indians,2,SA Yadav,48,6.5
1,Mumbai Indians,3,Q de Kock,126,14.1
1,Mumbai Indians,4,Ishan Kishan,147,15.6
1,Mumbai Indians,5,HH Pandya,188,20.2
2,Sunrisers Hyderabad,1,JM Bairstow,34,5.1
2,Sunrisers Hyderabad,2,MK Pandey,94,10.5
2,Sunrisers Hyderabad,3,KS Williamson,116,13.2
2,Sunrisers Hyderabad,4,PK Garg,130,15.1
2,Sunrisers Hyderabad,5,DA Warner,142,16.4
2,Sunrisers Hyderabad,6,Abdul Samad,168,19.2
2,Sunrisers Hyderabad,7,Abhishek Sharma,172,19.5
