innings,team,wicket_number,player_out,score,over
1,Sunrisers Hyderabad,1,JM Bairstow,185,17.2
1,Sunrisers Hyderabad,2,V Shankar,202,18.3
2,Royal Challengers Bangalore,1,PA Patel,13,2.6
2,Royal Challengers Bangalore,2,SO Hetmyer,20,4.1
2,Royal Challengers Bangalore,3,AB de Villiers,22,4.4
2,Royal Challengers Bangalore,4,V Kohli,30,7.1
2,Royal Challengers Bangalore,5,MM Ali,30,7.2
2,Royal Challengers Bangalore,6,S Dube,35,8.3
2,Royal Challengers Bangalore,7,P Ray Barman,86,16.1
2,Royal Challengers Bangalore,8,UT Yadav,103,18.3
2,Royal Challengers Bangalore,9,C de Grandhomme,109,19.3
2,Royal Challengers Bangalore,10,YS Chahal,113,20.5
