innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Gujarat Titans,Arshad Khan,3.0,0,36,1,12.0,4,1,1
1,Gujarat Titans,K Rabada,4.0,0,45,0,11.25,7,1,0
1,Gujarat Titans,M Prasidh Krishna,4.0,0,44,0,11.0,6,1,0
1,Gujarat Titans,Mohammed Siraj,4.0,0,37,0,9.25,10,2,0
1,Gujarat Titans,R Sai Kishore,3.0,0,34,1,11.33,6,0,0
1,Gujarat Titans,Rashid Khan,2.0,0,36,0,18.0,2,1,0
2,Lucknow Super Giants,A Badoni,1.0,0,4,2,4.0,2,0,0
2,Lucknow Super Giants,Akash Deep,4.0,0,49,0,12.25,8,3,0
2,Lucknow Super Giants,Akash Singh,3.1,0,29,1,9.16,5,0,0
2,Lucknow Super Giants,Avesh Khan,3.5,0,51,2,13.3,4,0,0
2,Lucknow Super Giants,Shahbaz Ahmed,4.0,0,41,1,10.25,6,4,0
2,Lucknow Super Giants,W O'Rourke,4.0,0,27,3,6.75,7,0,0
