innings,team,wicket_number,player_out,score,over
1,Lucknow Super Giants,1,AK Markram,91,10.5
1,Lucknow Super Giants,2,MR Marsh,212,19.2
2,Gujarat Titans,1,B Sai Sudharsan,46,5.3
2,Gujarat Titans,2,Shubman Gill,85,8.6
2,Gujarat Titans,3,JC Buttler,96,10.3
2,Gujarat Titans,4,SE Rutherford,182,17.1
2,Gujarat Titans,5,R Tewatia,186,17.6
2,Gujarat Titans,6,Arshad Khan,193,18.6
2,Gujarat Titans,7,M Shahrukh Khan,197,19.5
2,Gujarat Titans,8,K Rabada,200,20.3
2,Gujarat Titans,9,R Sai Kishore,202,20.6
