player,cricsheet_id
A Mishra,6b19d823
A Nortje,acdc62f5
AB de Villiers,c4487b84
AD Russell,bbd41817
AF Milne,350bb1b1
AK Chaudhary,fdcc6236
AK Markram,6a26221c
AM Rahane,29e95537
AR Patel,2e171977
AS Roy,e4cdf230
AT Rayudu,70d205c9
AU Rashid,249d60c9
AY Dandekar,2efc430e
Abdul Samad,8e514b4c
Abhishek Sharma,f29185a1
Akash Singh,b483905d
Anmolpreet Singh,1399b39c
Anuj Rawat,c8f5f961
Arshdeep Singh,244048f6
Avesh Khan,eef2536f
B Kumar,2e81a32d
BA Stokes,e087956b
C Sakariya,2cdce1be
C Shamshuddin,0f9d921b
CA Lynn,45eda7c8
CB Gaffaney,d5ac41d8
CH Gayle,db584dad
CH Morris,fb66ce1f
CJ Jordan,ffe699c0
CK Nandan,012de9c4
CR Woakes,4c5d73db
CV Varun,5b7ab5a9
D Padikkal,2c25d4f5
DA Miller,d67d5f00
DA Warner,dcce6f09
DJ Bravo,87e562a9
DJ Hooda,73ad96ed
DJ Malan,ad9c32a2
DL Chahar,23eeb873
DR Sams,caf69bf7
DS Kulkarni,d2a989fc
DT Christian,2a2e6343
E Lewis,0ebfb1ad
EJG Morgan,d2a6c0e6
F du Plessis,3355b542
FA Allen,b52ffbbd
GD Phillips,9a46c4e5
GHS Garton,be869ccf
GJ Maxwell,b681e71e
HAS Khalid,291ded7c
HH Pandya,dbe50b21
HV Patel,f986ca1a
Harbhajan Singh,8b5b6769
Harpreet Brar,c05edf8e
I Sharma,5bb1a1c4
IC Porel,fdf7491e
Imran Tahir,acee4cc4
Ishan Kishan,752f7486
J Madanagopal,8275b04a
J Srinath,bad31fac
J Suchith,4125d931
J Yadav,81049310
JA Richardson,1ee08e9a
JC Buttler,99b75528
JD Unadkat,1e66c162
JDS Neesham,9219eff0
JJ Bumrah,462411b3
JJ Roy,d1c36f5c
JM Bairstow,abb83e27
JO Holder,0f721006
JR Hazlewood,03806cf8
Jalaj S Saxena,249abedf
K Gowtham,90de905a
K Rabada,e62dd25d
K Srinivasan,042a8b69
K Yadav,030f3089
KA Jamieson,68c56d09
KA Pollard,a757b0d8
KD Karthik,c03f1114
KH Pandya,5b8c830e
KK Ahmed,a2f46292
KK Nair,944533a5
KL Nagarkoti,b4f5c2d9
KL Rahul,b17e2f24
KM Asif,798cc28e
KM Jadhav,99d63244
KN Ananthapadmanabhan,3144063a
KS Bharat,44a89551
KS Williamson,d027ba9f
KW Richardson,dfc4d8b5
Kartik Tyagi,5d2eea49
L Ngidi,f834dcfc
LH Ferguson,2f9d0389
LI Meriwala,d3611425
LS Livingstone,50c6bc2b
Lalit Yadav,ad427b5c
M Ashwin,e2db2409
M Jansen,81c36ee9
M Markande,a9fd84fb
M Nayyar,b7bccddb
M Prasidh Krishna,85e0cf10
M Shahrukh Khan,7dcb9bc9
M Vohra,c03e2850
MA Agarwal,00ea847a
MA Gough,76752ac8
MC Henriques,32198ae0
MJ Santner,e4a0deae
MK Lomror,da934ee8
MK Pandey,93b4fc78
MM Ali,bb351c23
MP Stoinis,d9273ee7
MS Dhoni,4a8a2e3b
Mandeep Singh,c3a96caf
Mohammad Nabi,62af8546
Mohammed Shami,8cf9814c
Mohammed Siraj,2f49c897
Mujeeb Ur Rahman,7d92277a
Mustafizur Rahman,0a8fce53
N Pooran,3241e3fd
N Rana,fb2d1dda
NM Coulter-Nile,56ab442f
NT Ellis,9eb1455b
Navdeep Saini,21d4e29b
Navdeep Singh,a3e3d8a4
Nitin Menon,e1d41d9e
P Simran Singh,9418198b
PJ Cummins,ded9240e
PK Garg,bb965e9a
PP Chawla,98ae73b1
PP Shaw,8b3e9c7c
PR Reiffel,c9354f29
PWH de Silva,a97c8ec2
Prakash Bhatt,f848ab0b
Q de Kock,372455c4
R Ashwin,495d42a5
R Parag,04a418e8
R Tewatia,39a2dfa8
RA Jadeja,fe93fd9d
RA Tripathi,77255a9e
RD Chahar,2ed569a0
RD Gaikwad,45a43fe2
RG Sharma,740742ef
RK Illingworth,20672246
RM Patidar,c740ea83
RP Meredith,64775749
RR Pant,919a3be2
RV Patel,60500956
RV Uthappa,1c17e270
Rashid Khan,5f547c8b
Ravi Bishnoi,df064e1a
S Chaturvedi,c8ec02e1
S Dhawan,0a476045
S Dube,a4e37e47
S Gopal,7a8bd078
S Kaul,dcf81436
S Nadeem,9d80c5e1
S Ravi,9b9ee0df
S Sandeep Warrier,cdc6bdba
SA Yadav,271f83cd
SK Raina,1dc12ab9
SM Curran,e94915e6
SN Khan,f088b960
SN Thakur,1abb78f8
SO Hetmyer,48a1d7b7
SP Narine,9d430b40
SPD Smith,30a45b23
SS Iyer,85ec8e33
SS Tiwary,709b0bac
SV Samson,a4cc73aa
Sachin Baby,dc9dd038
Sandeep Sharma,ce820073
Shahbaz Ahmed,f9e6e7ef
Shakib Al Hasan,7dc35884
Shakti Singh,eb90d319
Shivam Mavi,c38d3503
Shubman Gill,b4b99816
T Natarajan,ce794613
T Shamsi,a03bba42
TA Boult,a818c1be
TG Southee,13c35c9e
TH David,f1f99156
TK Curran,e86754b2
TL Seifert,4663bd23
Tapan Sharma,b9aa2b6e
UV Gandhe,43dd4011
Umran Malik,81c08fa3
V Kohli,ba607b88
V Narayan Kutty,4bacee3d
V Shankar,0994d0ae
VK Sharma,a7a49df4
VR Iyer,a24be938
Virat Singh,26d76ad9
WP Saha,fe11caa6
Washington Sundar,f19ccfad
YBK Jaiswal,6c19c6e5
YC Barde,b90f3346
YS Chahal,57ee1fde
