innings,team,phase,runs,wickets,balls,run_rate,boundaries,dots
1,Deccan Chargers,death,40,3,30,8.0,3,9
1,Deccan Chargers,middle,53,4,54,5.89,3,18
1,Deccan Chargers,powerplay,55,2,36,9.17,8,13
2,Rajasthan Royals,death,55,1,33,10.0,6,13
2,Rajasthan Royals,middle,50,1,33,9.09,6,10
2,Rajasthan Royals,powerplay,46,0,28,9.86,8,12
