innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,14,4,Chennai Super Kings,SS Tiwary,PP Chawla,CB Gaffaney,,struck down,False
2,19,5,Chennai Super Kings,MS Dhoni,JJ Bumrah,VK Sharma,,upheld,False
