innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,4,2,Delhi Capitals,DP Conway,Lalit Yadav,CB Gaffaney,wicket,struck down,False
2,1,4,Chennai Super Kings,PD Salt,DL Chahar,NA Patwardhan,wicket,struck down,False
