innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,20,6,Royal Challengers Bangalore,Sandeep Sharma,TG Southee,VK Sharma,,upheld,False
2,9,5,Sunrisers Hyderabad,AB de Villiers,Rashid Khan,BNJ Oxenford,,struck down,False
