match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
4,2012-04-06,Rajasthan Royals,Sawai Mansingh Stadium,7,6,1,0,116.67,c R Dravid b KK Cooper,3
14,2012-04-12,Pune Warriors,"Punjab Cricket Association Stadium, Mohali",64,54,7,1,118.52,not out,3
17,2012-04-15,Kolkata Knight Riders,Eden Gardens,1,6,0,0,16.67,b SP Narine,3
22,2012-04-18,Kolkata Knight Riders,"Punjab Cricket Association Stadium, Mohali",33,30,4,0,110.0,c MS Bisla b B Lee,3
25,2012-04-20,Royal Challengers Bangalore,"Punjab Cricket Association Stadium, Mohali",26,17,3,1,152.94,b AB McDonald,3
28,2012-04-22,Mumbai Indians,Wankhede Stadium,68,40,5,3,170.0,not out,3
33,2012-04-25,Mumbai Indians,"Punjab Cricket Association Stadium, Mohali",17,26,1,0,65.38,c Harbhajan Singh b JEC Franklin,3
37,2012-04-28,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",32,22,4,1,145.45,run out (R Ashwin),2
44,2012-05-02,Royal Challengers Bangalore,M Chinnaswamy Stadium,8,10,1,0,80.0,b AB McDonald,2
48,2012-05-05,Rajasthan Royals,"Punjab Cricket Association Stadium, Mohali",34,27,5,1,125.93,b J Botha,1
53,2012-05-08,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",22,20,3,0,110.0,b S Dhawan,2
61,2012-05-13,Deccan Chargers,"Punjab Cricket Association Stadium, Mohali",11,7,2,0,157.14,c KC Sangakkara b DT Christian,3
64,2012-05-15,Delhi Daredevils,Feroz Shah Kotla,13,15,3,0,86.67,c NV Ojha b VR Aaron,2
