match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
21,2009-04-30,Delhi Daredevils,SuperSport Park,23,14,1,1,164.29,c AB de Villiers b PJ Sangwan,5
25,2009-05-02,Rajasthan Royals,St George's Park,41,30,2,1,136.67,not out,5
29,2009-05-04,Chennai Super Kings,Buffalo Park,17,17,2,0,100.0,c M Vijay b M Muralitharan,6
32,2009-05-06,Mumbai Indians,SuperSport Park,20,13,1,2,153.85,c PR Shah b DJ Bravo,3
36,2009-05-09,Kings XI Punjab,De Beers Diamond Oval,27,17,1,2,158.82,c DPMD Jayawardene b WA Mota,3
40,2009-05-11,Rajasthan Royals,De Beers Diamond Oval,29,19,3,1,152.63,c LA Carseldine b SK Trivedi,1
43,2009-05-13,Delhi Daredevils,Kingsmead,3,7,0,0,42.86,c A Nehra b PJ Sangwan,1
48,2009-05-16,Kolkata Knight Riders,New Wanderers Stadium,31,24,3,1,129.17,"run out (AB Agarkar, BJ Hodge)",3
49,2009-05-17,Kings XI Punjab,New Wanderers Stadium,0,1,0,0,0.0,b RR Powar,3
56,2009-05-21,Royal Challengers Bangalore,SuperSport Park,12,12,1,0,100.0,c RE van der Merwe b A Kumble,3
57,2009-05-22,Delhi Daredevils,SuperSport Park,24,25,3,0,96.0,not out,4
59,2009-05-24,Royal Challengers Bangalore,New Wanderers Stadium,10,11,1,0,90.91,c MK Pandey b R Vinay Kumar,3
