match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
18,2022-04-09,Mumbai Indians,"Maharashtra Cricket Association Stadium, Pune",8,2,2,0,400.0,not out,5
22,2022-04-12,Chennai Super Kings,"Dr DY Patil Sports Academy, Mumbai",26,11,2,2,236.36,b RA Jadeja,4
27,2022-04-16,Delhi Capitals,"Wankhede Stadium, Mumbai",55,34,7,2,161.76,c Lalit Yadav b Kuldeep Yadav,4
31,2022-04-19,Lucknow Super Giants,"Dr DY Patil Sports Academy, Mumbai",23,11,3,1,209.09,c JO Holder b KH Pandya,4
36,2022-04-23,Sunrisers Hyderabad,"Brabourne Stadium, Mumbai",12,11,2,0,109.09,c KS Williamson b T Natarajan,4
39,2022-04-26,Rajasthan Royals,"Maharashtra Cricket Association Stadium, Pune",0,1,0,0,0.0,c D Padikkal b KR Sen,4
43,2022-04-30,Gujarat Titans,"Brabourne Stadium, Mumbai",33,18,3,2,183.33,c Rashid Khan b LH Ferguson,4
49,2022-05-04,Chennai Super Kings,"Maharashtra Cricket Association Stadium, Pune",3,3,0,0,100.0,"run out (RV Uthappa, MS Dhoni)",3
54,2022-05-08,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",33,24,3,2,137.5,c AK Markram b Kartik Tyagi,4
60,2022-05-13,Punjab Kings,"Brabourne Stadium, Mumbai",35,22,3,1,159.09,c Arshdeep Singh b Harpreet Brar,5
67,2022-05-19,Gujarat Titans,"Wankhede Stadium, Mumbai",40,18,5,2,222.22,not out,3
72,2022-05-25,Lucknow Super Giants,"Eden Gardens, Kolkata",9,10,0,1,90.0,c E Lewis b KH Pandya,4
73,2022-05-27,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",24,13,1,2,184.62,c OC McCoy b TA Boult,4
