innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Deccan Chargers,A Mishra,3.0,0,34,0,11.33,6,0,0
1,Deccan Chargers,DT Christian,3.0,0,12,0,4.0,8,0,0
1,Deccan Chargers,Harmeet Singh,3.0,0,26,1,8.67,4,0,1
1,Deccan Chargers,I Sharma,4.0,0,41,0,10.25,9,0,1
1,Deccan Chargers,JP Duminy,3.0,0,21,0,7.0,5,1,0
1,Deccan Chargers,PP Ojha,4.0,0,26,3,6.5,8,1,0
2,Chennai Super Kings,DE Bollinger,4.0,0,26,2,6.5,10,0,0
2,Chennai Super Kings,JA Morkel,4.0,0,38,3,9.5,8,2,0
2,Chennai Super Kings,R Ashwin,4.0,0,23,0,5.75,8,0,0
2,Chennai Super Kings,S Randiv,4.0,0,34,0,8.5,9,1,0
2,Chennai Super Kings,SB Jakati,4.0,0,23,2,5.75,10,0,0
