innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Mumbai Indians,PA Patel,19,14,4,0,135.71,b Imran Tahir,1
1,Mumbai Indians,JC Buttler,38,19,3,3,200.0,lbw b Imran Tahir,2
1,Mumbai Indians,RG Sharma,3,7,0,0,42.86,b Imran Tahir,3
1,Mumbai Indians,N Rana,34,28,1,2,121.43,c R Bhatia b A Zampa,4
1,Mumbai Indians,AT Rayudu,10,12,0,0,83.33,c & b R Bhatia,5
1,Mumbai Indians,KH Pandya,3,5,0,0,60.0,c MS Dhoni b R Bhatia,6
1,Mumbai Indians,KA Pollard,27,17,3,1,158.82,c MA Agarwal b BA Stokes,7
1,Mumbai Indians,HH Pandya,35,15,1,4,233.33,not out,8
1,Mumbai Indians,TG Southee,7,3,0,1,233.33,"run out (MS Dhoni, AB Dinda)",9
2,Rising Pune Supergiant,AM Rahane,60,34,6,3,176.47,c N Rana b TG Southee,1
2,Rising Pune Supergiant,MA Agarwal,6,5,1,0,120.0,c RG Sharma b MJ McClenaghan,2
2,Rising Pune Supergiant,SPD Smith,84,54,7,3,155.56,not out,3
2,Rising Pune Supergiant,BA Stokes,21,14,3,0,150.0,c TG Southee b HH Pandya,4
2,Rising Pune Supergiant,MS Dhoni,12,12,1,0,100.0,not out,5
