innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Rising Pune Supergiant,A Zampa,3.0,0,26,1,8.67,4,1,0
1,Rising Pune Supergiant,AB Dinda,4.0,0,57,0,14.25,8,3,0
1,Rising Pune Supergiant,BA Stokes,4.0,0,36,1,9.0,10,1,0
1,Rising Pune Supergiant,DL Chahar,2.0,0,21,0,10.5,6,0,0
1,Rising Pune Supergiant,Imran Tahir,4.0,0,28,3,7.0,8,0,0
1,Rising Pune Supergiant,R Bhatia,3.0,0,14,2,4.67,5,0,0
2,Mumbai Indians,HH Pandya,4.0,0,36,1,9.0,4,0,0
2,Mumbai Indians,JJ Bumrah,4.0,0,29,0,7.25,6,0,0
2,Mumbai Indians,KA Pollard,1.5,0,30,0,16.36,0,1,0
2,Mumbai Indians,KH Pandya,2.0,0,21,0,10.5,2,0,0
2,Mumbai Indians,MJ McClenaghan,4.0,0,36,1,9.0,9,0,0
2,Mumbai Indians,TG Southee,4.0,0,34,1,8.5,8,2,0
