innings,team,wicket_number,player_out,score,over
1,Rajasthan Royals,1,YBK Jaiswal,58,7.1
1,Rajasthan Royals,2,JC Buttler,75,9.1
1,Rajasthan Royals,3,D Padikkal,148,15.6
1,Rajasthan Royals,4,SV Samson,163,17.1
1,Rajasthan Royals,5,SO Hetmyer,207,20.2
1,Rajasthan Royals,6,R Parag,210,20.6
2,Sunrisers Hyderabad,1,KS Williamson,3,2.4
2,Sunrisers Hyderabad,2,RA Tripathi,7,4.1
2,Sunrisers Hyderabad,3,N Pooran,9,5.5
2,Sunrisers Hyderabad,4,Abhishek Sharma,29,9.2
2,Sunrisers Hyderabad,5,Abdul Samad,37,11.2
2,Sunrisers Hyderabad,6,R Shepherd,78,16.4
2,Sunrisers Hyderabad,7,Washington Sundar,133,19.5
