innings,team,wicket_number,player_out,score,over
1,Royal Challengers Bangalore,1,F du Plessis,4,1.5
1,Royal Challengers Bangalore,2,V Kohli,70,9.3
1,Royal Challengers Bangalore,3,GJ Maxwell,86,11.3
1,Royal Challengers Bangalore,4,MK Lomror,115,14.1
2,Lucknow Super Giants,1,Q de Kock,8,1.6
2,Lucknow Super Giants,2,M Vohra,41,5.3
2,Lucknow Super Giants,3,DJ Hooda,137,15.4
2,Lucknow Super Giants,4,MP Stoinis,173,18.3
2,Lucknow Super Giants,5,KL Rahul,180,19.4
2,Lucknow Super Giants,6,KH Pandya,180,19.5
