innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,14,3,Lucknow Super Giants,KD Karthik,Ravi Bishnoi,J Madanagopal,,struck down,True
1,19,1,Royal Challengers Bangalore,KD Karthik,PVD Chameera,MA Gough,,upheld,False
