innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Royal Challengers Bangalore,1,V Kohli,3,4,F du Plessis,0,1,4,5
1,Royal Challengers Bangalore,2,RM Patidar,43,26,V Kohli,22,20,66,46
1,Royal Challengers Bangalore,3,GJ Maxwell,9,10,RM Patidar,7,2,16,12
1,Royal Challengers Bangalore,4,MK Lomror,14,9,RM Patidar,13,8,29,16
1,Royal Challengers Bangalore,5,KD Karthik,37,23,RM Patidar,49,18,92,41
2,Lucknow Super Giants,1,Q de Kock,6,5,KL Rahul,1,1,8,6
2,Lucknow Super Giants,2,KL Rahul,8,10,M Vohra,19,11,33,21
2,Lucknow Super Giants,3,DJ Hooda,45,26,KL Rahul,48,35,96,61
2,Lucknow Super Giants,4,MP Stoinis,9,9,KL Rahul,20,8,36,17
2,Lucknow Super Giants,5,E Lewis,1,3,KL Rahul,2,4,7,7
2,Lucknow Super Giants,6,KH Pandya,0,1,E Lewis,0,0,0,1
2,Lucknow Super Giants,7,PVD Chameera,11,4,E Lewis,1,3,13,7
