innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Royal Challengers Bangalore,1,CA Pujara,5,14,CH Gayle,9,13,15,27
1,Royal Challengers Bangalore,2,CH Gayle,14,11,V Kohli,17,14,31,25
1,Royal Challengers Bangalore,3,AB de Villiers,13,15,CH Gayle,10,12,24,27
1,Royal Challengers Bangalore,4,MC Henriques,10,9,AB de Villiers,15,7,25,16
1,Royal Challengers Bangalore,5,SS Tiwary,1,3,MC Henriques,0,0,1,3
1,Royal Challengers Bangalore,6,R Vinay Kumar,5,3,MC Henriques,1,2,6,5
1,Royal Challengers Bangalore,7,R Vinay Kumar,4,4,R Rampaul,0,3,4,7
1,Royal Challengers Bangalore,8,A Mithun,2,2,R Vinay Kumar,0,0,2,2
1,Royal Challengers Bangalore,9,R Vinay Kumar,3,5,M Kartik,0,1,4,6
1,Royal Challengers Bangalore,10,JD Unadkat,1,1,R Vinay Kumar,2,1,3,2
2,Kolkata Knight Riders,1,MS Bisla,0,2,G Gambhir,0,0,0,2
2,Kolkata Knight Riders,2,JH Kallis,15,18,G Gambhir,14,15,31,33
2,Kolkata Knight Riders,3,YK Pathan,18,16,JH Kallis,11,12,30,28
2,Kolkata Knight Riders,4,MK Tiwary,18,22,JH Kallis,15,15,35,37
2,Kolkata Knight Riders,5,MK Tiwary,6,5,RN ten Doeschate,1,1,7,6
2,Kolkata Knight Riders,6,R Bhatia,3,4,RN ten Doeschate,10,6,13,10
