innings,team,wicket_number,player_out,score,over
1,Royal Challengers Bangalore,1,CA Pujara,15,5.3
1,Royal Challengers Bangalore,2,V Kohli,46,9.4
1,Royal Challengers Bangalore,3,CH Gayle,70,14.1
1,Royal Challengers Bangalore,4,AB de Villiers,95,16.5
1,Royal Challengers Bangalore,5,SS Tiwary,96,17.2
1,Royal Challengers Bangalore,6,MC Henriques,102,18.1
1,Royal Challengers Bangalore,7,R Rampaul,106,19.2
1,Royal Challengers Bangalore,8,A Mithun,108,19.4
1,Royal Challengers Bangalore,9,M Kartik,112,20.4
2,Kolkata Knight Riders,1,MS Bisla,0,1.2
2,Kolkata Knight Riders,2,G Gambhir,31,6.5
2,Kolkata Knight Riders,3,YK Pathan,61,11.3
2,Kolkata Knight Riders,4,JH Kallis,96,17.4
2,Kolkata Knight Riders,5,MK Tiwary,103,18.4
