innings,team,over,ball,batter,bowler,non_striker,batter_runs,extra_runs,total_runs,is_boundary,non_boundary_run,extra_type,wides,noballs,byes,legbyes,penalty,is_wicket,wicket_kind,player_out,fielder,phase
1,Punjab Kings,1,1,P Simran Singh,JC Archer,Priyansh Arya,0,0,0,False,False,,0,0,0,0,0,False,,,,powerplay
1,Punjab Kings,1,2,P Simran Singh,JC Archer,Priyansh Arya,4,0,4,True,False,,0,0,0,0,0,False,,,,powerplay
1,Punjab Kings,1,3,P Simran Singh,JC Archer,Priyansh Arya,0,4,4,False,False,legbyes,0,0,0,4,0,False,,,,powerplay
1,Punjab Kings,1,4,P Simran Singh,JC Archer,Priyansh Arya,0,0,0,False,False,,0,0,0,0,0,False,,,,powerplay
1,Punjab Kings,1,5,P Simran Singh,JC Archer,Priyansh Arya,0,0,0,False,False,,0,0,0,0,0,False,,,,powerplay
1,Punjab Kings,1,6,P Simran Singh,JC Archer,Priyansh Arya,0,0,0,False,False,,0,0,0,0,0,False,,,,powerplay
1,Punjab Kings,2,1,Priyansh Arya,N Burger,P Simran Singh,2,0,2,False,False,,0,0,0,0,0,False,,,,powerplay
1,Punjab Kings,2,2,Priyansh Arya,N Burger,P Simran Singh,4,0,4,True,False,,0,0,0,0,0,False,,,,powerplay
1,Punjab Kings,2,3,Priyansh Arya,N Burger,P Simran Singh,6,0,6,True,False,,0,0,0,0,0,False,,,,powerplay
1,Punjab Kings,2,4,Priyansh Arya,N Burger,P Simran Singh,4,0,4,True,False,,0,0,0,0,0,False,,,,powerplay
1,Punjab Kings,2,5,Priyansh Arya,N Burger,P Simran Singh,4,0,4,True,False,,0,0,0,0,0,False,,,,powerplay
1,Punjab Kings,2,6,Priyansh Arya,N Burger,P Simran Singh,1,0,1,False,False,,0,0,0,0,0,False,,,,powerplay
1,Punjab Kings,3,1,Priyansh Arya,JC Archer,P Simran Singh,4,0,4,True,False,,0,0,0,0,0,False,,,,powerplay
1,Punjab Kings,3,2,Priyansh Arya,JC Archer,P Simran Singh,0,0,0,False,False,,0,0,0,0,0,False,,,,powerplay
