match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
3,2024-03-23,Kolkata Knight Riders,"Eden Gardens, Kolkata",0,1,0,0,0.0,not out,9
12,2024-03-31,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",2,2,0,0,100.0,not out,9
23,2024-04-09,Punjab Kings,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",3,4,0,0,75.0,b K Rabada,9
35,2024-04-20,Delhi Capitals,"Arun Jaitley Stadium, Delhi",1,1,0,0,100.0,"run out (T Stubbs, Mukesh Kumar)",8
41,2024-04-25,Royal Challengers Bengaluru,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",31,15,1,3,206.67,c Mohammed Siraj b C Green,8
46,2024-04-28,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",5,7,1,0,71.43,c DJ Mitchell b TU Deshpande,9
55,2024-05-06,Mumbai Indians,"Wankhede Stadium, Mumbai",35,17,2,2,205.88,not out,9
70,2024-05-21,Kolkata Knight Riders,"Narendra Modi Stadium, Ahmedabad",30,24,2,2,125.0,c Rahmanullah Gurbaz b AD Russell,9
72,2024-05-24,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk, Chennai",5,5,1,0,100.0,not out,9
73,2024-05-26,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk, Chennai",24,19,2,1,126.32,c MA Starc b AD Russell,9
