match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
3,2024-03-23,Kolkata Knight Riders,"Eden Gardens, Kolkata",4.0,0,32,1,8.0,8,0,0
8,2024-03-27,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",4.0,0,35,2,8.75,7,1,0
12,2024-03-31,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",4.0,0,28,1,7.0,7,1,0
18,2024-04-05,Chennai Super Kings,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",4.0,0,29,1,7.25,9,0,0
23,2024-04-09,Punjab Kings,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",4.0,0,22,1,5.5,11,0,0
30,2024-04-15,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",4.0,0,43,3,10.75,10,1,0
35,2024-04-20,Delhi Capitals,"Arun Jaitley Stadium, Delhi",4.0,0,35,0,8.75,9,0,0
41,2024-04-25,Royal Challengers Bengaluru,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",4.0,0,55,1,13.75,1,1,0
46,2024-04-28,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",4.0,0,49,0,12.25,3,1,0
50,2024-05-02,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",4.0,0,34,2,8.5,12,0,0
55,2024-05-06,Mumbai Indians,"Wankhede Stadium, Mumbai",4.0,1,35,1,8.75,12,1,0
57,2024-05-08,Lucknow Super Giants,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",4.0,0,47,1,11.75,5,0,0
69,2024-05-19,Punjab Kings,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",4.0,0,36,1,9.0,7,0,0
70,2024-05-21,Kolkata Knight Riders,"Narendra Modi Stadium, Ahmedabad",3.0,0,38,1,12.67,5,1,0
72,2024-05-24,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk, Chennai",4.0,0,30,1,7.5,10,1,0
73,2024-05-26,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk, Chennai",2.0,0,18,1,9.0,7,1,0
