match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
33,2020-10-17,Rajasthan Royals,Dubai International Cricket Stadium,19,17,1,0,111.76,not out,5
39,2020-10-21,Kolkata Knight Riders,Sheikh Zayed Stadium,21,26,4,0,80.77,not out,3
44,2020-10-25,Chennai Super Kings,Dubai International Cricket Stadium,2,2,0,0,100.0,not out,7
48,2020-10-28,Mumbai Indians,Sheikh Zayed Stadium,14,11,2,0,127.27,not out,7
52,2020-10-31,Sunrisers Hyderabad,Sharjah Cricket Stadium,15,24,1,0,62.5,not out,6
