match_number,date,opponent,catches,stumpings,run_outs
25,2020-10-10,Chennai Super Kings,2,0,0
39,2020-10-21,Kolkata Knight Riders,1,0,0
48,2020-10-28,Mumbai Indians,1,0,0
52,2020-10-31,Sunrisers Hyderabad,1,0,0
