match_number,date,opponent,catches,stumpings,run_outs
12,2010-03-19,Deccan Chargers,1,0,1
16,2010-03-21,Chennai Super Kings,1,1,0
19,2010-03-24,Rajasthan Royals,0,1,0
41,2010-04-09,Mumbai Indians,2,1,1
44,2010-04-11,Delhi Daredevils,0,0,2
51,2010-04-16,Deccan Chargers,1,0,0
54,2010-04-18,Chennai Super Kings,1,2,0
