match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
5,2025-03-25,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",3.0,0,41,0,13.67,6,0,0
9,2025-03-29,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",4.0,0,18,2,4.5,14,0,0
14,2025-04-02,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",4.0,0,26,1,6.5,12,0,0
19,2025-04-06,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",4.0,0,25,2,6.25,8,2,0
23,2025-04-09,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",4.0,0,24,3,6.0,12,0,0
26,2025-04-12,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",4.0,0,26,2,6.5,11,1,0
35,2025-04-19,Delhi Capitals,"Narendra Modi Stadium, Ahmedabad",4.0,0,41,4,10.25,7,2,0
39,2025-04-21,Kolkata Knight Riders,"Eden Gardens, Kolkata",4.0,0,25,2,6.25,12,1,0
47,2025-04-28,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",4.0,0,47,1,11.75,7,0,0
51,2025-05-02,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",4.0,0,19,2,4.75,8,1,0
56,2025-05-06,Mumbai Indians,"Wankhede Stadium, Mumbai",4.0,0,37,1,9.25,9,0,0
60,2025-05-18,Delhi Capitals,"Arun Jaitley Stadium, Delhi",4.0,0,40,1,10.0,5,0,0
64,2025-05-22,Lucknow Super Giants,"Narendra Modi Stadium, Ahmedabad",4.0,0,44,0,11.0,6,1,0
67,2025-05-25,Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad",4.0,0,22,2,5.5,13,2,0
72,2025-05-30,Mumbai Indians,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",4.0,0,53,2,13.25,5,0,0
