innings,team,wicket_number,player_out,score,over
1,Rajasthan Royals,1,AM Rahane,37,4.4
1,Rajasthan Royals,2,K Gowtham,64,7.3
1,Rajasthan Royals,3,SV Samson,117,15.3
1,Rajasthan Royals,4,JC Buttler,132,17.2
1,Rajasthan Royals,5,STR Binny,147,18.6
1,Rajasthan Royals,6,BA Stokes,152,20.1
1,Rajasthan Royals,7,JC Archer,153,20.3
1,Rajasthan Royals,8,JD Unadkat,158,20.6
2,Kings XI Punjab,1,CH Gayle,14,3.0
2,Kings XI Punjab,2,R Ashwin,14,3.2
2,Kings XI Punjab,3,KK Nair,19,4.4
2,Kings XI Punjab,4,AD Nath,45,9.6
2,Kings XI Punjab,5,MK Tiwary,66,12.6
2,Kings XI Punjab,6,AR Patel,81,14.3
2,Kings XI Punjab,7,MP Stoinis,127,20.1
