innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Punjab Kings,1,MA Agarwal,22,12,S Dhawan,9,10,33,22
1,Punjab Kings,2,JM Bairstow,0,2,MA Agarwal,2,3,2,5
1,Punjab Kings,3,LS Livingstone,2,3,JM Bairstow,9,3,11,6
1,Punjab Kings,4,JM Sharma,8,4,JM Bairstow,0,3,8,7
1,Punjab Kings,5,M Shahrukh Khan,7,14,JM Sharma,24,19,31,33
1,Punjab Kings,6,K Rabada,2,6,M Shahrukh Khan,3,3,5,9
1,Punjab Kings,7,NT Ellis,0,2,M Shahrukh Khan,0,0,0,2
1,Punjab Kings,8,M Shahrukh Khan,2,3,RD Chahar,0,0,2,3
1,Punjab Kings,9,Arshdeep Singh,4,7,RD Chahar,12,12,16,19
1,Punjab Kings,10,VG Arora,2,4,Arshdeep Singh,5,10,7,14
2,Delhi Capitals,1,PP Shaw,41,20,DA Warner,37,19,83,39
2,Delhi Capitals,2,SN Khan,12,13,DA Warner,23,11,36,24
