innings,team,phase,runs,wickets,balls,run_rate,boundaries,dots
1,Gujarat Titans,death,45,4,30,9.0,4,8
1,Gujarat Titans,middle,55,2,54,6.11,3,16
1,Gujarat Titans,powerplay,43,2,36,7.17,6,21
2,Punjab Kings,death,68,1,34,12.0,8,9
2,Punjab Kings,middle,46,0,33,8.36,6,9
2,Punjab Kings,powerplay,31,1,29,6.41,6,18
