innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Punjab Kings,Arshdeep Singh,4.0,0,36,1,9.0,5,1,1
1,Punjab Kings,K Rabada,4.0,0,33,4,8.25,11,3,0
1,Punjab Kings,LS Livingstone,2.3,0,15,1,6.0,5,0,0
1,Punjab Kings,R Dhawan,4.0,0,26,1,6.5,6,3,0
1,Punjab Kings,RD Chahar,1.3,0,11,0,7.33,3,0,0
1,Punjab Kings,Sandeep Sharma,4.0,0,17,0,4.25,15,1,0
2,Gujarat Titans,AS Joseph,3.0,0,25,0,8.33,4,0,1
2,Gujarat Titans,LH Ferguson,3.0,0,29,1,9.67,8,3,0
2,Gujarat Titans,Mohammed Shami,4.0,0,43,1,10.75,12,0,0
2,Gujarat Titans,PJ Sangwan,2.0,0,23,0,11.5,4,0,0
2,Gujarat Titans,Rashid Khan,4.0,0,21,0,5.25,8,0,0
