innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Chennai Super Kings,BW Hilfenhaus,4.0,0,8,2,2.0,15,0,0
1,Chennai Super Kings,DJ Bravo,3.0,0,38,0,12.67,3,2,0
1,Chennai Super Kings,JA Morkel,3.0,0,19,0,6.33,12,1,0
1,Chennai Super Kings,R Ashwin,2.0,0,13,1,6.5,5,0,0
1,Chennai Super Kings,RA Jadeja,4.0,0,21,1,5.25,9,0,0
1,Chennai Super Kings,VY Mahesh,4.0,0,21,2,5.25,10,3,0
2,Rajasthan Royals,J Botha,4.0,0,23,0,5.75,8,0,0
2,Rajasthan Royals,Pankaj Singh,4.0,0,34,2,8.5,12,1,0
2,Rajasthan Royals,SK Trivedi,4.0,0,18,2,4.5,13,1,0
2,Rajasthan Royals,SR Watson,3.0,0,32,1,10.67,9,1,0
2,Rajasthan Royals,SW Tait,3.1,0,20,0,6.32,14,4,1
