innings,team,wicket_number,player_out,score,over
1,Rajasthan Royals,1,R Dravid,6,2.5
1,Rajasthan Royals,2,SR Watson,28,6.4
1,Rajasthan Royals,3,AM Rahane,40,9.4
1,Rajasthan Royals,4,STR Binny,65,11.2
1,Rajasthan Royals,5,J Botha,97,18.1
1,Rajasthan Royals,6,BJ Hodge,115,19.3
2,Chennai Super Kings,1,M Vijay,1,1.6
2,Chennai Super Kings,2,SK Raina,36,6.6
2,Chennai Super Kings,3,DJ Bravo,57,12.2
2,Chennai Super Kings,4,MEK Hussey,60,13.1
2,Chennai Super Kings,5,MS Dhoni,80,16.6
2,Chennai Super Kings,6,RA Jadeja,84,17.2
