innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,2,5,Kolkata Knight Riders,DA Warner,PP Chawla,CB Gaffaney,,struck down,False
1,4,1,Sunrisers Hyderabad,JM Bairstow,PP Chawla,CB Gaffaney,,upheld,False
1,19,5,Sunrisers Hyderabad,V Shankar,M Prasidh Krishna,AK Chaudhary,,upheld,False
2,14,1,Sunrisers Hyderabad,N Rana,Rashid Khan,CB Gaffaney,,struck down,False
