innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Kolkata Knight Riders,1,CA Lynn,4,5,SP Narine,1,4,6,9
1,Kolkata Knight Riders,2,CA Lynn,36,18,RV Uthappa,34,23,72,40
1,Kolkata Knight Riders,3,N Rana,3,5,CA Lynn,4,4,7,9
1,Kolkata Knight Riders,4,KD Karthik,31,20,CA Lynn,30,14,62,34
1,Kolkata Knight Riders,5,AD Russell,10,7,KD Karthik,1,2,12,9
1,Kolkata Knight Riders,6,Shubman Gill,12,6,KD Karthik,11,6,26,12
1,Kolkata Knight Riders,7,TK Curran,1,3,Shubman Gill,0,0,1,3
1,Kolkata Knight Riders,8,PP Chawla,2,2,Shubman Gill,2,2,5,4
2,Kings XI Punjab,1,KL Rahul,60,27,CH Gayle,55,31,116,58
2,Kings XI Punjab,2,MA Agarwal,2,2,CH Gayle,7,7,10,9
