match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
7,2022-03-31,Lucknow Super Giants,"Brabourne Stadium, Mumbai",3.3,0,39,0,11.14,8,3,0
11,2022-04-03,Punjab Kings,"Brabourne Stadium, Mumbai",4.0,0,52,1,13.0,11,3,0
17,2022-04-09,Sunrisers Hyderabad,"Dr DY Patil Sports Academy, Mumbai",4.0,0,30,1,7.5,11,0,0
22,2022-04-12,Royal Challengers Bangalore,"Dr DY Patil Sports Academy, Mumbai",3.0,0,40,1,13.33,4,2,0
29,2022-04-17,Gujarat Titans,"Maharashtra Cricket Association Stadium, Pune",3.0,0,18,1,6.0,10,1,0
33,2022-04-21,Mumbai Indians,"Dr DY Patil Sports Academy, Mumbai",3.0,0,19,3,6.33,12,1,0
38,2022-04-25,Punjab Kings,"Wankhede Stadium, Mumbai",4.0,0,36,0,9.0,6,3,0
46,2022-05-01,Sunrisers Hyderabad,"Maharashtra Cricket Association Stadium, Pune",4.0,0,46,4,11.5,9,1,0
49,2022-05-04,Royal Challengers Bangalore,"Maharashtra Cricket Association Stadium, Pune",3.0,0,30,0,10.0,8,1,0
55,2022-05-08,Delhi Capitals,"Dr DY Patil Sports Academy, Mumbai",3.0,0,22,2,7.33,10,0,0
59,2022-05-12,Mumbai Indians,"Wankhede Stadium, Mumbai",4.0,0,23,3,5.75,16,3,0
62,2022-05-15,Gujarat Titans,"Wankhede Stadium, Mumbai",3.0,0,28,0,9.33,5,0,0
68,2022-05-20,Rajasthan Royals,"Brabourne Stadium, Mumbai",4.0,0,41,0,10.25,8,0,0
