cricsheet_match_id,match_number,date,venue,team_1,team_2,toss_winner,toss_decision,winner,result,win_by_runs,win_by_wickets,player_of_match,team_1_score,team_2_score,team_1_overs,team_2_overs,method,target_overs,match_stage,umpire_1,umpire_2,tv_umpire,match_referee
1422119,1,2024-03-22,"MA Chidambaram Stadium, Chepauk, Chennai",Royal Challengers Bengaluru,Chennai Super Kings,Royal Challengers Bengaluru,bat,Chennai Super Kings,,0,6,Mustafizur Rahman,173/6,176/4,20.0,18.4,,20,league,HAS Khalid,VK Sharma,Nitin Menon,J Srinath
1422120,2,2024-03-23,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Delhi Capitals,Punjab Kings,Punjab Kings,field,Punjab Kings,,0,4,SM Curran,174/9,177/6,20.0,19.2,,20,league,J Madanagopal,NA Patwardhan,AG Wharf,V Narayan Kutty
1422121,3,2024-03-23,"Eden Gardens, Kolkata",Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Kolkata Knight Riders,,4,0,AD Russell,208/7,204/7,20.0,20.0,,20,league,R Pandit,YC Barde,BNJ Oxenford,M Nayyar
1422122,4,2024-03-24,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,Lucknow Super Giants,Rajasthan Royals,bat,Rajasthan Royals,,20,0,SV Samson,193/4,173/6,20.0,20.0,,20,league,A Totre,HDPK Dharmasena,KN Ananthapadmanabhan,Prakash Bhatt
1422123,5,2024-03-24,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Mumbai Indians,Mumbai Indians,field,Gujarat Titans,,6,0,B Sai Sudharsan,168/6,162/9,20.0,20.0,,20,league,VA Kulkarni,VK Sharma,Nitin Menon,J Srinath
1422124,6,2024-03-25,"M Chinnaswamy Stadium, Bengaluru",Punjab Kings,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,,0,4,V Kohli,176/6,178/6,20.0,19.2,,20,league,AK Chaudhary,MV Saidharshan Kumar,BNJ Oxenford,M Nayyar
1422125,7,2024-03-26,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,Gujarat Titans,Gujarat Titans,field,Chennai Super Kings,,63,0,S Dube,206/6,143/8,20.0,20.0,,20,league,AG Wharf,Tapan Sharma,J Madanagopal,V Narayan Kutty
1422126,8,2024-03-27,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,Sunrisers Hyderabad,,31,0,Abhishek Sharma,277/3,246/5,20.0,20.0,,20,league,KN Ananthapadmanabhan,UV Gandhe,HDPK Dharmasena,Prakash Bhatt
1422127,9,2024-03-28,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,Rajasthan Royals,,12,0,R Parag,185/5,173/5,20.0,20.0,,20,league,A Nand Kishore,Nitin Menon,VK Sharma,J Srinath
1422128,10,2024-03-29,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,,0,7,SP Narine,182/6,186/3,20.0,16.5,,20,league,AK Chaudhary,R Pandit,BNJ Oxenford,M Nayyar
