innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Gujarat Lions,AJ Tye,4.0,0,34,0,8.5,8,0,0
1,Gujarat Lions,Basil Thampi,4.0,0,31,1,7.75,11,0,0
1,Gujarat Lions,DR Smith,1.0,0,17,0,17.0,0,1,0
1,Gujarat Lions,DS Kulkarni,4.0,0,37,1,9.25,8,1,0
1,Gujarat Lions,RA Jadeja,4.0,0,57,0,14.25,4,0,0
1,Gujarat Lions,S Kaushik,3.0,0,36,0,12.0,4,1,0
2,Royal Challengers Bangalore,AF Milne,4.0,0,43,1,10.75,5,3,0
2,Royal Challengers Bangalore,P Negi,4.0,0,21,1,5.25,17,1,0
2,Royal Challengers Bangalore,S Aravind,4.0,0,53,1,13.25,7,1,0
2,Royal Challengers Bangalore,SR Watson,2.0,0,24,0,12.0,1,0,0
2,Royal Challengers Bangalore,TM Head,2.0,0,18,0,9.0,1,0,0
2,Royal Challengers Bangalore,YS Chahal,4.0,0,31,3,7.75,8,1,0
