innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Royal Challengers Bangalore,1,CH Gayle,77,38,V Kohli,42,38,122,76
1,Royal Challengers Bangalore,2,TM Head,14,7,V Kohli,22,12,37,19
1,Royal Challengers Bangalore,3,KM Jadhav,38,16,TM Head,16,9,54,25
2,Gujarat Lions,1,DR Smith,1,4,BB McCullum,0,4,1,8
2,Gujarat Lions,2,BB McCullum,12,8,SK Raina,23,8,36,16
2,Gujarat Lions,3,BB McCullum,41,19,AJ Finch,19,15,66,34
2,Gujarat Lions,4,KD Karthik,1,4,BB McCullum,2,4,3,8
2,Gujarat Lions,5,BB McCullum,17,9,RA Jadeja,14,13,31,22
2,Gujarat Lions,6,RA Jadeja,9,9,Ishan Kishan,19,9,28,18
2,Gujarat Lions,7,AJ Tye,5,5,Ishan Kishan,20,7,26,12
2,Gujarat Lions,8,AJ Tye,1,1,Basil Thampi,0,1,1,2
