cricsheet_match_id,match_number,date,venue,team_1,team_2,toss_winner,toss_decision,winner,result,win_by_runs,win_by_wickets,player_of_match,team_1_score,team_2_score,team_1_overs,team_2_overs,method,target_overs,match_stage,umpire_1,umpire_2,tv_umpire,match_referee
1136561,1,2018-04-07,Wankhede Stadium,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,,0,1,DJ Bravo,165/4,169/9,20.0,19.5,,20,league,CB Gaffaney,A Nand Kishore,AK Chaudhary,RB Richardson
1136562,2,2018-04-08,Punjab Cricket Association IS Bindra Stadium,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab,,0,6,KL Rahul,166/7,167/4,20.0,18.5,,20,league,KN Ananthapadmanabhan,RJ Tucker,Nitin Menon,J Srinath
1136563,3,2018-04-08,Eden Gardens,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,,0,4,SP Narine,176/7,177/6,20.0,18.5,,20,league,A Deshmukh,C Shamshuddin,S Ravi,V Narayan Kutty
1136564,4,2018-04-09,Rajiv Gandhi International Stadium,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,,0,9,S Dhawan,125/9,127/1,20.0,16.0,,20,league,NJ Llong,VA Kulkarni,CK Nandan,S Chaturvedi
1136565,5,2018-04-10,MA Chidambaram Stadium,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,,0,5,SW Billings,202/6,205/5,20.0,19.5,,20,league,AK Chaudhary,CB Gaffaney,A Nand Kishore,RB Richardson
1136566,6,2018-04-11,Sawai Mansingh Stadium,Rajasthan Royals,Delhi Daredevils,Delhi Daredevils,field,Rajasthan Royals,,10,0,SV Samson,153/5,60/4,17.5,6.0,D/L,6,league,KN Ananthapadmanabhan,Nitin Menon,RJ Tucker,J Srinath
1136567,7,2018-04-12,Rajiv Gandhi International Stadium,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,,0,1,Rashid Khan,147/8,151/9,20.0,20.0,,20,league,CK Nandan,NJ Llong,VA Kulkarni,S Chaturvedi
1136568,8,2018-04-13,M.Chinnaswamy Stadium,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,,0,4,UT Yadav,155/10,159/6,19.2,19.3,,20,league,A Deshmukh,S Ravi,C Shamshuddin,V Narayan Kutty
1136569,9,2018-04-14,Wankhede Stadium,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,Delhi Daredevils,,0,7,JJ Roy,194/7,195/3,20.0,20.0,,20,league,KN Ananthapadmanabhan,Nitin Menon,RJ Tucker,J Srinath
1136570,10,2018-04-14,Eden Gardens,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,,0,5,B Stanlake,138/8,139/5,20.0,19.0,,20,league,AK Chaudhary,A Nand Kishore,CB Gaffaney,RB Richardson
1136571,11,2018-04-15,M.Chinnaswamy Stadium,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Rajasthan Royals,,19,0,SV Samson,217/4,198/6,20.0,20.0,,20,league,C Shamshuddin,S Ravi,A Deshmukh,M Nayyar
1136572,12,2018-04-15,Punjab Cricket Association IS Bindra Stadium,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,Kings XI Punjab,,4,0,CH Gayle,197/7,193/5,20.0,20.0,,20,league,CK Nandan,VA Kulkarni,NJ Llong,S Chaturvedi
1136573,13,2018-04-16,Eden Gardens,Kolkata Knight Riders,Delhi Daredevils,Delhi Daredevils,field,Kolkata Knight Riders,,71,0,N Rana,200/9,129/10,20.0,14.2,,20,league,AK Chaudhary,A Nand Kishore,CB Gaffaney,RB Richardson
1136574,14,2018-04-17,Wankhede Stadium,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Mumbai Indians,,46,0,RG Sharma,213/6,167/8,20.0,20.0,,20,league,Nitin Menon,RJ Tucker,KN Ananthapadmanabhan,J Srinath
1136575,15,2018-04-18,Sawai Mansingh Stadium,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,,0,7,N Rana,160/8,163/3,20.0,18.5,,20,league,A Deshmukh,S Ravi,C Shamshuddin,M Nayyar
1136576,16,2018-04-19,Punjab Cricket Association IS Bindra Stadium,Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,bat,Kings XI Punjab,,15,0,CH Gayle,193/3,178/4,20.0,20.0,,20,league,AK Chaudhary,NJ Llong,VA Kulkarni,S Chaturvedi
1136577,17,2018-04-20,Maharashtra Cricket Association Stadium,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,Chennai Super Kings,,64,0,SR Watson,204/5,140/10,20.0,18.3,,20,league,KN Ananthapadmanabhan,Nitin Menon,RJ Tucker,J Srinath
1136578,18,2018-04-21,Eden Gardens,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab,,0,9,KL Rahul,191/7,126/1,20.0,11.1,D/L,13,league,A Deshmukh,C Shamshuddin,S Ravi,M Nayyar
