match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
3,2019-03-24,Delhi Capitals,Wankhede Stadium,27,16,4,1,168.75,c TA Boult b I Sharma,2
7,2019-03-28,Royal Challengers Bangalore,M.Chinnaswamy Stadium,23,20,2,1,115.0,b YS Chahal,1
9,2019-03-30,Kings XI Punjab,Punjab Cricket Association IS Bindra Stadium,60,39,6,2,153.85,lbw b Mohammed Shami,2
15,2019-04-03,Chennai Super Kings,Wankhede Stadium,4,7,1,0,57.14,c KM Jadhav b DL Chahar,1
19,2019-04-06,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,19,18,1,1,105.56,c DJ Hooda b S Kaul,2
24,2019-04-10,Kings XI Punjab,Wankhede Stadium,24,23,2,0,104.35,c DA Miller b R Ashwin,1
27,2019-04-13,Rajasthan Royals,Wankhede Stadium,81,52,6,4,155.77,c JC Buttler b JC Archer,2
31,2019-04-15,Royal Challengers Bangalore,Wankhede Stadium,40,26,5,2,153.85,lbw b MM Ali,1
34,2019-04-18,Delhi Capitals,Arun Jaitley Stadium,35,27,2,2,129.63,run out (),2
36,2019-04-20,Rajasthan Royals,Sawai Mansingh Stadium,65,47,6,2,138.3,c BA Stokes b S Gopal,1
44,2019-04-26,Chennai Super Kings,MA Chidambaram Stadium,15,9,1,1,166.67,c AT Rayudu b DL Chahar,2
47,2019-04-28,Kolkata Knight Riders,Eden Gardens,0,4,0,0,0.0,c AD Russell b SP Narine,1
51,2019-05-02,Sunrisers Hyderabad,Wankhede Stadium,69,58,6,2,118.97,not out,2
56,2019-05-05,Kolkata Knight Riders,Wankhede Stadium,30,23,1,3,130.43,c KD Karthik b M Prasidh Krishna,1
57,2019-05-07,Chennai Super Kings,MA Chidambaram Stadium,8,12,2,0,66.67,c F du Plessis b Harbhajan Singh,2
60,2019-05-12,Chennai Super Kings,Rajiv Gandhi International Stadium,29,17,0,4,170.59,c MS Dhoni b SN Thakur,1
