innings,team,wicket_number,player_out,score,over
1,Punjab Kings,1,P Simran Singh,19,4.3
1,Punjab Kings,2,CH Gayle,99,11.4
1,Punjab Kings,3,N Pooran,107,12.3
1,Punjab Kings,4,DJ Hooda,117,14.6
1,Punjab Kings,5,M Shahrukh Khan,118,15.4
2,Royal Challengers Bangalore,1,D Padikkal,19,3.3
2,Royal Challengers Bangalore,2,V Kohli,62,11.1
2,Royal Challengers Bangalore,3,GJ Maxwell,62,11.2
2,Royal Challengers Bangalore,4,AB de Villiers,69,13.1
2,Royal Challengers Bangalore,5,RM Patidar,91,15.4
2,Royal Challengers Bangalore,6,Shahbaz Ahmed,96,16.4
2,Royal Challengers Bangalore,7,DR Sams,96,16.5
2,Royal Challengers Bangalore,8,HV Patel,144,20.4
