innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,extras,total_runs,total_balls
1,Delhi Capitals,1,Abishek Porel,22,18,KL Rahul,16,9,2,40,27
1,Delhi Capitals,2,SU Parakh,24,17,KL Rahul,23,13,0,47,30
1,Delhi Capitals,3,AR Patel,15,11,KL Rahul,21,8,2,38,19
1,Delhi Capitals,4,DA Miller,13,11,AR Patel,24,14,4,41,25
1,Delhi Capitals,5,Ashutosh Sharma,17,10,DA Miller,15,8,3,35,17
1,Delhi Capitals,6,T Stubbs,0,1,Ashutosh Sharma,1,1,1,2,2
2,Kolkata Knight Riders,1,AM Rahane,23,13,FH Allen,20,13,0,43,26
2,Kolkata Knight Riders,2,MK Pandey,25,16,AM Rahane,17,9,2,44,25
2,Kolkata Knight Riders,3,C Green,2,3,AM Rahane,7,4,0,9,7
2,Kolkata Knight Riders,4,R Powell,15,9,AM Rahane,16,13,1,32,22
2,Kolkata Knight Riders,5,RK Singh,0,1,R Powell,0,0,0,0,1
2,Kolkata Knight Riders,6,T Dahiya,1,3,R Powell,0,1,0,1,4
2,Kolkata Knight Riders,7,AS Roy,9,7,R Powell,14,11,2,25,18
2,Kolkata Knight Riders,8,AS Roy,0,1,Kartik Tyagi,0,0,0,0,1
2,Kolkata Knight Riders,9,CV Varun,1,1,Kartik Tyagi,0,1,0,1,2
2,Kolkata Knight Riders,10,SR Dubey,4,2,CV Varun,4,4,0,8,6
