innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Kolkata Knight Riders,AS Roy,2.0,0,23,1,11.5,3,2,0
1,Kolkata Knight Riders,C Green,2.0,0,21,0,10.5,2,0,0
1,Kolkata Knight Riders,CV Varun,4.0,0,35,1,8.75,7,2,0
1,Kolkata Knight Riders,Kartik Tyagi,4.0,0,55,0,13.75,5,0,1
1,Kolkata Knight Riders,SP Narine,4.0,0,38,1,9.5,8,0,0
1,Kolkata Knight Riders,SR Dubey,4.0,0,28,2,7.0,12,4,0
2,Delhi Capitals,AR Patel,4.0,0,38,1,9.5,8,0,0
2,Delhi Capitals,Auqib Nabi,2.0,0,23,0,11.5,6,0,0
2,Delhi Capitals,Kuldeep Yadav,4.0,0,29,3,7.25,9,1,0
2,Delhi Capitals,L Ngidi,3.4,0,27,3,7.36,10,0,0
2,Delhi Capitals,M Tiwari,2.0,0,20,0,10.0,3,3,0
2,Delhi Capitals,MA Starc,3.0,0,26,2,8.67,9,0,0
