innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Delhi Capitals,Abishek Porel,22,18,4,0,122.22,c T Dahiya b SR Dubey,1
1,Delhi Capitals,KL Rahul,60,30,5,4,200.0,c R Powell b AS Roy,2
1,Delhi Capitals,SU Parakh,24,17,3,1,141.18,c AM Rahane b SP Narine,3
1,Delhi Capitals,AR Patel,39,25,3,2,156.0,c RK Singh b CV Varun,4
1,Delhi Capitals,DA Miller,28,19,0,3,147.37,c FH Allen b SR Dubey,5
1,Delhi Capitals,Ashutosh Sharma,18,11,2,1,163.64,not out,6
1,Delhi Capitals,T Stubbs,0,1,0,0,0.0,not out,7
2,Kolkata Knight Riders,AM Rahane,63,39,4,4,161.54,c DA Miller b Kuldeep Yadav,1
2,Kolkata Knight Riders,FH Allen,20,13,3,1,153.85,b L Ngidi,2
2,Kolkata Knight Riders,MK Pandey,25,16,2,2,156.25,c MA Starc b L Ngidi,3
2,Kolkata Knight Riders,C Green,2,3,0,0,66.67,c DA Miller b Kuldeep Yadav,4
2,Kolkata Knight Riders,R Powell,29,21,3,1,138.1,run out (Sameer Rizvi),5
2,Kolkata Knight Riders,RK Singh,0,1,0,0,0.0,c T Stubbs b Kuldeep Yadav,6
2,Kolkata Knight Riders,T Dahiya,1,3,0,0,33.33,b AR Patel,7
2,Kolkata Knight Riders,AS Roy,9,8,1,0,112.5,c & b MA Starc,8
2,Kolkata Knight Riders,Kartik Tyagi,0,1,0,0,0.0,c AR Patel b MA Starc,9
2,Kolkata Knight Riders,CV Varun,5,5,1,0,100.0,c AR Patel b L Ngidi,10
2,Kolkata Knight Riders,SR Dubey,4,2,1,0,200.0,not out,11
