match_number,date,opponent,catches,stumpings,run_outs
5,2025-03-25,Gujarat Titans,1,0,0
13,2025-04-01,Lucknow Super Giants,1,0,0
34,2025-04-18,Royal Challengers Bengaluru,1,0,0
49,2025-04-30,Chennai Super Kings,1,0,0
66,2025-05-24,Delhi Capitals,1,0,0
69,2025-05-26,Mumbai Indians,1,0,0
73,2025-06-01,Mumbai Indians,1,0,0
74,2025-06-03,Royal Challengers Bengaluru,1,0,0
