match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
5,2025-03-25,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",47,23,7,2,204.35,c B Sai Sudharsan b Rashid Khan,1
13,2025-04-01,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",8,9,1,0,88.89,c SN Thakur b DS Rathi,1
18,2025-04-05,Rajasthan Royals,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",0,1,0,0,0.0,b JC Archer,1
22,2025-04-08,Chennai Super Kings,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",103,42,7,9,245.24,c V Shankar b Noor Ahmad,1
27,2025-04-12,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",36,13,2,4,276.92,c Nithish Kumar Reddy b HV Patel,1
31,2025-04-15,Kolkata Knight Riders,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",22,12,3,1,183.33,c Ramandeep Singh b Harshit Rana,1
34,2025-04-18,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",16,11,1,1,145.45,c TH David b JR Hazlewood,1
37,2025-04-20,Royal Challengers Bengaluru,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",22,15,3,1,146.67,c TH David b KH Pandya,1
44,2025-04-26,Kolkata Knight Riders,"Eden Gardens, Kolkata",69,35,8,4,197.14,c VG Arora b AD Russell,1
49,2025-04-30,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",23,15,5,0,153.33,c MS Dhoni b KK Ahmed,1
54,2025-05-04,Lucknow Super Giants,"Himachal Pradesh Cricket Association Stadium, Dharamsala",1,4,0,0,25.0,c MP Yadav b Akash Singh,1
58,2025-05-08,Delhi Capitals,"Himachal Pradesh Cricket Association Stadium, Dharamsala",70,34,5,6,205.88,c M Tiwari b T Natarajan,1
59,2025-05-18,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",9,7,1,0,128.57,c SO Hetmyer b TU Deshpande,1
66,2025-05-24,Delhi Capitals,"Sawai Mansingh Stadium, Jaipur",6,9,1,0,66.67,c T Stubbs b Mustafizur Rahman,1
69,2025-05-26,Mumbai Indians,"Sawai Mansingh Stadium, Jaipur",62,35,9,2,177.14,c SA Yadav b MJ Santner,1
71,2025-05-29,Royal Challengers Bengaluru,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",7,5,1,0,140.0,c KH Pandya b Yash Dayal,1
73,2025-06-01,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",20,10,2,1,200.0,c HH Pandya b Ashwani Kumar,1
74,2025-06-03,Royal Challengers Bengaluru,"Narendra Modi Stadium, Ahmedabad",24,19,4,0,126.32,c PD Salt b JR Hazlewood,1
