innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Pune Warriors,JD Ryder,19,12,4,0,158.33,c S Anirudha b DE Bollinger,1
1,Pune Warriors,MD Mishra,2,9,0,0,22.22,c SB Jakati b DE Bollinger,2
1,Pune Warriors,MK Pandey,10,13,1,0,76.92,c R Ashwin b TG Southee,3
1,Pune Warriors,M Manhas,0,4,0,0,0.0,b KMDN Kulasekara,4
1,Pune Warriors,Yuvraj Singh,62,43,3,4,144.19,not out,5
1,Pune Warriors,RV Uthappa,31,22,2,2,140.91,c S Anirudha b R Ashwin,6
1,Pune Warriors,MR Marsh,11,15,1,0,73.33,c R Ashwin b DE Bollinger,7
1,Pune Warriors,JE Taylor,1,2,0,0,50.0,not out,8
2,Chennai Super Kings,MEK Hussey,9,18,1,0,50.0,c MK Pandey b M Kartik,1
2,Chennai Super Kings,M Vijay,31,31,1,1,100.0,c M Manhas b JD Ryder,2
2,Chennai Super Kings,S Badrinath,63,44,6,2,143.18,not out,3
2,Chennai Super Kings,SK Raina,34,25,1,2,136.0,not out,4
