innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Pune Warriors,1,JD Ryder,19,12,MD Mishra,2,7,22,19
1,Pune Warriors,2,MD Mishra,0,2,MK Pandey,0,0,0,2
1,Pune Warriors,3,M Manhas,0,4,MK Pandey,6,7,6,11
1,Pune Warriors,4,Yuvraj Singh,9,6,MK Pandey,4,6,13,12
1,Pune Warriors,5,RV Uthappa,31,22,Yuvraj Singh,10,14,42,36
1,Pune Warriors,6,MR Marsh,11,15,Yuvraj Singh,26,15,40,30
1,Pune Warriors,7,Yuvraj Singh,17,8,JE Taylor,1,2,18,10
2,Chennai Super Kings,1,MEK Hussey,9,18,M Vijay,7,9,19,26
2,Chennai Super Kings,2,M Vijay,24,22,S Badrinath,33,22,61,44
2,Chennai Super Kings,3,S Badrinath,30,22,SK Raina,34,25,65,47
