match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
7,2018-04-12,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,2.0,0,10,0,5.0,3,0,0
9,2018-04-14,Delhi Daredevils,Wankhede Stadium,3.0,0,21,2,7.0,8,0,0
14,2018-04-17,Royal Challengers Bangalore,Wankhede Stadium,4.0,0,28,3,7.0,9,1,0
21,2018-04-22,Rajasthan Royals,Sawai Mansingh Stadium,4.0,0,33,1,8.25,5,2,0
23,2018-04-24,Sunrisers Hyderabad,Wankhede Stadium,2.0,0,14,0,7.0,3,1,0
27,2018-04-28,Chennai Super Kings,Maharashtra Cricket Association Stadium,4.0,0,32,2,8.0,9,1,0
31,2018-05-01,Royal Challengers Bangalore,M.Chinnaswamy Stadium,4.0,0,24,0,6.0,10,0,0
34,2018-05-04,Kings XI Punjab,Holkar Cricket Stadium,1.0,0,10,0,10.0,1,0,0
37,2018-05-06,Kolkata Knight Riders,Wankhede Stadium,3.0,0,29,1,9.67,7,0,0
41,2018-05-09,Kolkata Knight Riders,Eden Gardens,3.1,1,12,2,3.79,12,0,0
47,2018-05-13,Rajasthan Royals,Wankhede Stadium,4.0,0,24,0,6.0,8,0,0
50,2018-05-16,Kings XI Punjab,Wankhede Stadium,4.0,0,36,0,9.0,3,0,0
55,2018-05-20,Delhi Daredevils,Arun Jaitley Stadium,2.0,0,11,1,5.5,4,0,0
