innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Mumbai Indians,1,RG Sharma,1,2,Ishan Kishan,10,13,11,15
1,Mumbai Indians,2,C Green,5,4,RG Sharma,0,2,5,6
1,Mumbai Indians,3,SA Yadav,3,5,RG Sharma,0,6,4,11
1,Mumbai Indians,4,Tilak Varma,16,10,SA Yadav,12,11,28,21
1,Mumbai Indians,5,N Wadhera,21,13,Tilak Varma,28,17,50,30
1,Mumbai Indians,6,TH David,4,7,Tilak Varma,2,3,7,10
1,Mumbai Indians,7,HR Shokeen,5,3,Tilak Varma,13,7,18,10
1,Mumbai Indians,8,Arshad Khan,15,9,Tilak Varma,25,9,48,17
2,Royal Challengers Bangalore,1,V Kohli,71,46,F du Plessis,73,43,148,89
2,Royal Challengers Bangalore,2,KD Karthik,0,3,V Kohli,1,1,1,4
2,Royal Challengers Bangalore,3,GJ Maxwell,12,3,V Kohli,10,2,23,5
