match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
5,2011-04-10,Pune Warriors,Dr DY Patil Sports Academy,1,3,0,0,33.33,c R Sharma b SB Wagh,2
9,2011-04-13,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",12,14,0,0,85.71,"run out (S Randiv, S Anirudha)",3
23,2011-04-21,Rajasthan Royals,"Punjab Cricket Association Stadium, Mohali",71,42,6,3,169.05,c & b SR Watson,3
26,2011-04-23,Delhi Daredevils,Feroz Shah Kotla,95,46,9,6,206.52,c V Sehwag b M Morkel,3
37,2011-04-30,Kolkata Knight Riders,Eden Gardens,5,7,1,0,71.43,"run out (SP Goswami, Iqbal Abdulla)",3
40,2011-05-02,Mumbai Indians,Wankhede Stadium,61,47,8,0,129.79,c SR Tendulkar b SL Malinga,3
47,2011-05-06,Royal Challengers Bangalore,M Chinnaswamy Stadium,4,8,0,0,50.0,c & b S Aravind,4
51,2011-05-08,Pune Warriors,"Punjab Cricket Association Stadium, Mohali",32,28,3,1,114.29,b B Kumar,3
54,2011-05-10,Mumbai Indians,"Punjab Cricket Association Stadium, Mohali",43,34,5,0,126.47,c KA Pollard b MM Patel,3
57,2011-05-13,Kochi Tuskers Kerala,Holkar Cricket Stadium,42,30,5,2,140.0,c & b RP Singh,3
60,2011-05-15,Delhi Daredevils,Himachal Pradesh Cricket Association Stadium,46,28,5,3,164.29,c M Morkel b IK Pathan,3
63,2011-05-17,Royal Challengers Bangalore,Himachal Pradesh Cricket Association Stadium,79,49,7,5,161.22,not out,3
67,2011-05-21,Deccan Chargers,Himachal Pradesh Cricket Association Stadium,13,8,3,0,162.5,c Anand Rajan b JP Duminy,3
