innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,4,3,Delhi Capitals,MR Marsh,AR Patel,UV Gandhe,wicket,struck down,False
1,17,1,Delhi Capitals,DA Miller,Kuldeep Yadav,Abhijit Bhattacharya,wicket,struck down,False
2,20,1,Lucknow Super Giants,MM Sharma,Shahbaz Ahmed,UV Gandhe,wicket,struck down,False
