innings,team,phase,runs,wickets,balls,run_rate,boundaries,dots
1,Lucknow Super Giants,death,39,4,30,7.8,4,11
1,Lucknow Super Giants,middle,106,3,54,11.78,16,18
1,Lucknow Super Giants,powerplay,64,1,36,10.67,11,15
2,Delhi Capitals,death,97,3,41,14.2,16,8
2,Delhi Capitals,middle,57,2,41,8.34,7,15
2,Delhi Capitals,powerplay,57,4,35,9.77,9,15
