innings,team,wicket_number,player_out,score,over
1,Rajasthan Royals,1,SR Watson,95,12.3
1,Rajasthan Royals,2,DJ Hooda,136,15.6
1,Rajasthan Royals,3,SPD Smith,137,16.3
1,Rajasthan Royals,4,AM Rahane,162,18.4
1,Rajasthan Royals,5,JP Faulkner,166,19.1
1,Rajasthan Royals,6,KK Nair,175,20.1
2,Kings XI Punjab,1,V Sehwag,3,2.6
2,Kings XI Punjab,2,M Vijay,42,7.2
2,Kings XI Punjab,3,GJ Maxwell,59,9.4
2,Kings XI Punjab,4,SE Marsh,117,15.3
2,Kings XI Punjab,5,WP Saha,152,17.6
2,Kings XI Punjab,6,DA Miller,166,18.5
