match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
7,2017-04-09,Kolkata Knight Riders,Wankhede Stadium,4.0,0,27,0,6.75,7,0,0
10,2017-04-12,Sunrisers Hyderabad,Wankhede Stadium,4.0,0,23,2,5.75,14,0,0
12,2017-04-14,Royal Challengers Bangalore,M Chinnaswamy Stadium,4.0,0,23,0,5.75,11,0,0
16,2017-04-16,Gujarat Lions,Wankhede Stadium,4.0,0,22,1,5.5,9,0,0
22,2017-04-20,Kings XI Punjab,Holkar Cricket Stadium,2.0,0,12,0,6.0,4,0,0
25,2017-04-22,Delhi Daredevils,Wankhede Stadium,4.0,0,26,0,6.5,9,0,0
28,2017-04-24,Rising Pune Supergiant,Wankhede Stadium,4.0,0,20,1,5.0,7,0,0
35,2017-04-29,Gujarat Lions,Saurashtra Cricket Association Stadium,4.0,0,23,1,5.75,11,1,0
45,2017-05-06,Delhi Daredevils,Feroz Shah Kotla,4.0,0,22,3,5.5,15,0,0
48,2017-05-08,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",4.0,0,23,0,5.75,8,0,0
51,2017-05-11,Kings XI Punjab,Wankhede Stadium,3.0,0,45,0,15.0,1,0,0
