innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Chennai Super Kings,M Vijay,31,33,2,1,93.94,c HH Gibbs b TL Suman,1
1,Chennai Super Kings,ML Hayden,43,26,5,3,165.38,c RP Singh b Shoaib Ahmed,2
1,Chennai Super Kings,MS Dhoni,58,37,6,1,156.76,not out,3
1,Chennai Super Kings,SK Raina,32,19,1,2,168.42,c DR Smith b RP Singh,4
1,Chennai Super Kings,JA Morkel,4,5,0,0,80.0,not out,5
2,Deccan Chargers,AC Gilchrist,0,1,0,0,0.0,lbw b JA Morkel,1
2,Deccan Chargers,HH Gibbs,0,2,0,0,0.0,b S Tyagi,2
2,Deccan Chargers,VVS Laxman,0,7,0,0,0.0,c SB Jakati b JA Morkel,3
2,Deccan Chargers,RG Sharma,21,20,2,1,105.0,c S Badrinath b SB Jakati,4
2,Deccan Chargers,DR Smith,49,23,2,5,213.04,lbw b SB Jakati,5
2,Deccan Chargers,TL Suman,17,17,2,0,100.0,c M Vijay b M Muralitharan,6
2,Deccan Chargers,Y Venugopal Rao,2,5,0,0,40.0,c M Muralitharan b SB Jakati,7
2,Deccan Chargers,RJ Harris,1,4,0,0,25.0,b SB Jakati,8
2,Deccan Chargers,RP Singh,2,6,0,0,33.33,c M Vijay b M Muralitharan,9
2,Deccan Chargers,Shoaib Ahmed,1,2,0,0,50.0,not out,10
2,Deccan Chargers,PP Ojha,0,2,0,0,0.0,c SB Jakati b SK Raina,11
