match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,2020-09-19,Chennai Super Kings,Sheikh Zayed Stadium,4.0,0,27,1,6.75,10,1,0
5,2020-09-23,Kolkata Knight Riders,Sheikh Zayed Stadium,4.0,0,25,2,6.25,13,1,0
10,2020-09-28,Royal Challengers Bangalore,Dubai International Cricket Stadium,4.0,0,51,0,12.75,9,0,0
13,2020-10-01,Kings XI Punjab,Sheikh Zayed Stadium,4.0,0,28,2,7.0,7,1,0
17,2020-10-04,Sunrisers Hyderabad,Sharjah Cricket Stadium,4.0,0,29,2,7.25,8,1,0
20,2020-10-06,Rajasthan Royals,Sheikh Zayed Stadium,3.1,1,19,2,6.0,8,0,0
27,2020-10-11,Delhi Capitals,Sheikh Zayed Stadium,3.0,0,37,0,12.33,6,3,0
45,2020-10-25,Rajasthan Royals,Sheikh Zayed Stadium,3.2,0,40,2,12.0,9,2,0
48,2020-10-28,Royal Challengers Bangalore,Sheikh Zayed Stadium,3.0,0,35,0,11.67,4,0,0
56,2020-11-03,Sunrisers Hyderabad,Sharjah Cricket Stadium,3.0,0,29,0,9.67,3,0,0
