innings,team,wicket_number,player_out,score,over
1,Royal Challengers Bangalore,1,PA Patel,16,2.6
1,Royal Challengers Bangalore,2,AB de Villiers,40,6.6
1,Royal Challengers Bangalore,3,MP Stoinis,66,11.4
1,Royal Challengers Bangalore,4,MM Ali,103,15.3
1,Royal Challengers Bangalore,5,V Kohli,133,18.1
1,Royal Challengers Bangalore,6,AD Nath,137,18.3
1,Royal Challengers Bangalore,7,P Negi,138,18.6
1,Royal Challengers Bangalore,8,Mohammed Siraj,142,19.6
2,Delhi Capitals,1,S Dhawan,1,1.3
2,Delhi Capitals,2,PP Shaw,69,9.2
2,Delhi Capitals,3,CA Ingram,108,14.1
2,Delhi Capitals,4,SS Iyer,145,18.3
2,Delhi Capitals,5,CH Morris,145,18.6
2,Delhi Capitals,6,RR Pant,147,19.2
